Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Kwazulu Natal,North Coast,kbackhouse@crawfordinternational.co.za,,,https://saprivateschools.co.za/listing/crawford-international-college-la-lucia/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:30 pm,"Crawford International La Lucia College is a unique environment. Being a progressive educational institution, it provides opportunities for students to thrive as individuals. Teachers create a vibrant, stimulating and enjoyable environment where their aim is to teach independent thinking and to encourage habits of work and study which equip each student to succeed.79 Armstrong Ave, La Lucia, Durban, 4001, South AfricaMonday7:00 am - 3:30 pmTuesday7:00 am - 3:30 pmWednesday7:00 am - 3:30 pmThursday7:00 am - 3:30 pmFriday7:00 am - 3:30 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","79 Armstrong Ave, La Lucia, Durban, 4001, South Africa"
Harrismith,Free State,office@harriston.co.za,,,https://saprivateschools.co.za/listing/harriston-pre-school/,CAPS,,Harrismith,Facebook,Twitter,7:00 am - 3:00 pm,"Harriston is an English-medium, independent school in Harrismith in the beautiful eastern Free State of South Africa. The school comprises three parts, the Pre-Primary (ages 1 to 5), the Primary (ages 6 to 12) and the High school (ages 13 to 18). We are an independent, Christian-based school, with an emphasis on quality school education. Our classes are relatively small, averaging 17. We offer weekly boarding for high school pupils who live further away, and we have an active sports programme for all pupils. We also offer a wide range of other extra-mural and off-campus activities, especially being able to make use of a range of venues in the magestic Drakensberg and Maluti mountains nearby.45 Mauritz St, Harrismith, 9880, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","45 Mauritz St, Harrismith, 9880, South Africa"
Gauteng,Centurion,vanschalkwyk.mari@gmail.com,,,https://saprivateschools.co.za/listing/crafford-akademie-high-school/,IEB,,Gauteng,Instagram,YouTube,7:00 am - 3:00 pm,"VISIE: Om 'n stimulerende leeromgewing daar te stel wat elke leerder se individuele potensiaal sal maksimaliseer en sal verseker dat die leerder goed toegerus is om die uitdagings van onderwys, werk en lewe te ontmoet. WAARDES: Respek Lojaliteit Goeie maniere Eerlikheid Verdraagsaamheid Selfdissipline Hardwerkendheid. See Centurion Schools For school fees and other admissions information, 111 Maraboe Ave, Rooihuiskraal, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","111 Maraboe Ave, Rooihuiskraal, Centurion, 0157, South Africa"
Western Cape,Winelands,stellenboschmontessori@gmail.com,https://www.summerhill-school.co.za/,,https://saprivateschools.co.za/listing/stellenbosch-montessori-pre-school/,English,CAPS,,Stellenbosch,Grade RR,7:00 am - 3:00 pm,"We've been in Paradyskloof Stellenbosch, since 1996. We are passionate about early childhood and even more passionate about using Montessori principles to create the optimal learning environment for your child. Come visit us and see how we can serve your family. We have a holistic curriculum, designed to flex with your child's needs and pace of development. We emphasize social skills, leadership, independence, motor coordination, self awareness and control, and overall peaceful living. Our teachers are Montessori professionals. All of our staff have a 2-year Montessori college diploma or higher. We also hold memberships from the South African Montessori Association and years of experience working with young children.41 Paradyskloof Rd, Paradyskloof, Stellenbosch, 7600, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","41 Paradyskloof Rd, Paradyskloof, Stellenbosch, 7600, South Africa"
North West,Mmabatho,mmsprivateschool@hotmail.com,,,https://saprivateschools.co.za/listing/maggies-millennium-private-primary-school/,IEB,,North West,Facebook,Twitter,7:00 am - 3:00 pm,"MMS Private School is registered with the North West Department of Education since 2000. We follow the same National Curriculum as any other Public school. What makes us different is that, specialized and individualized education methods are utilized to guarantee success with each enrolled student. All our educators are S.A.C.E registered.Unit 14, Mmabatho, Mafikeng, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","Unit 14, Mmabatho, Mafikeng, South Africa"
Kwazulu Natal,Durban,ms@marisstella.co.za,,,https://saprivateschools.co.za/listing/maris-stella-primary-school/,Accounting,Music,African Languages,Tourism,Economics,7:00 am - 3:00 pm,"Maris Stella caters for girls from Pre-school to Matriculation. It is a unique, multi-faceted school, comprising five schools in one. The range of age groups easily promotes a family feeling, and all races and denominations are catered for. ? Maris Stella - Private Girls School, Essenwood, Durban, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","Maris Stella - Private Girls School, Essenwood, Durban, South Africa, South Africa"
Kwazulu Natal,North Coast,lalucia@redwoodschools.co.za,,,https://saprivateschools.co.za/listing/redwood-primary-school-la-lucia/,Gymnastics,Netball,Rugby,Cricket,Music,7:00 am - 3:00 pm,"Redwood Schools are positioned to positively impact education through the delivery of innovative education solutions whilst remaining grounded in a solid Christian ethos and culture. The objective is to develop a footprint of branded schools that deliver academic excellence that is relevant in a fast-developing world.
Redwood Schools stand tall as centres of academic excellence with a strong value system and commitment to both community and individuals.
The Redwood School ecosystem seeks to provide a vibrant learning environment for all learners – a place of shelter, a place called home, a place where individuals are valued, a place where values are essential, learning is central, and potential is released.
The brand mantra is BETTER TOGETHER and this is inferred from the idea of belonging to something greater than the sum of the parts.Redwood College applies innovative solutions which embrace blended learning. The benefits of eLearning are combined with traditional face-to-face teaching as well as self-paced learning schedules. This forward-thinking approach facilitates academic rigour whilst ensuring that each learner is able to master content. The result is motivated learners who are inspired to learn more.
Our teaching philosophy is built on the understanding that profound learning takes place through discovery, creativity and critical thinking. We create an environment that facilitates mastery through discovery and experience and ensures a personalised approach where learners can reach their own potential.34 Ronan Rd, La Lucia, Durban, 4051Monday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","34 Ronan Rd, La Lucia, Durban, 4051"
Eastern Cape,Port Elizabeth,info@dolfyntjie.co.za,,,https://saprivateschools.co.za/listing/dolfyntjie-pre-primary/,English,Afrikaans,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"Dolfyntjie Pre Primary is a Bilingual School (English / Afrikaans) in Summerstrand, Port Elizabeth that specializes in the teaching of toddlers from 18 months to Grade R.54 Louis Botha, Summerstrand, Gqeberha, 6001, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","54 Louis Botha, Summerstrand, Gqeberha, 6001, South Africa"
Gauteng,Jhb South,vaalchristianh@gmail.com,,,https://saprivateschools.co.za/listing/vaal-christian-primary-school/,IEB,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"Vaal Christian School is a Section 21 private school established in 1988, and situated on the R716 Deneysville Road, on ESKOM's old Vaal Power Station grounds, 22 Km from the Vaal Dam. VCS offers academic education from grade R to grade 12. Class sizes are always kept to manageable sizes to ensure high levels of individual tuition. Aided by our highly motivated educators, the 2013 Matrics achieved a 97,4% pass rate. We also offer hostel facilities for girls and boys, from grade 3 upwards, depending on the emotional maturity of the learner. Every hostel (8 in total) is managed by its own Hostel Parent (two in some cases), with Pastor Hlabangana as Hostel Manager. Our Learners take part in inter-school soccer (3 boys and one girls team) and recently won the General Smuts Soccer Tournament (boys U19). There is also a strong choir who won their 2013 division. In-house, learners also take part in netball, chess and debating. Our slogan: One Lord, One Faith, One School, affirms our emphasis on Christian values. Learners are expected to attend church every Sunday where our own Pastor Hlabangana shares bringing the message with clergy from other denominations.R716 Deneysville Road, Viljoensdrift 9580, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","R716 Deneysville Road, Viljoensdrift 9580, South Africa"
Gauteng,Jhb East,admin@123kids.co.za,,,https://saprivateschools.co.za/listing/123-kids-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Big hearts shaping little minds At 123 Kids, we know what it takes to be the best. Our unique approach to child care and learning makes 123 Kids more than just an Early Childhood Development Centre - it's a life experience... We invite you to explore our dynamic and diverse culture, so feel free to schedule a visit at your convenience. ? Who is in your corner? ? Only the best! Entrust us with your little prince or princess.138 Parkland Drive, Esther Park, Kempton Park, 1619, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","138 Parkland Drive, Esther Park, Kempton Park, 1619, South Africa"
Limpopo,Polokwane,marketing@mitchellhouse.co.za,,,https://saprivateschools.co.za/listing/mitchell-house-pre-school/,CAPS,,Limpopo,Grade RR,Grade R,7:00 am - 3:00 pm,"Mitchell House is a co-educational school which caters for learners from Grade 00 to Grade 12. The Preparatory School was founded in 1994, the Enrichment Centre in 2006 and the College in 2008. We are proud of being the product of a truly democratic South Africa and, although we are a Christian school, we welcome and respect pupils regardless of their colour or creed. We offer innovative education from Grade 00 - Grade 12 divided as follows; Junior Phase: Grade 00 - Grade 3 Intermediate Phase: Grade 4 - Grade 7 College: Grade 8 - Grade 12 (Boarding House Facilities for College learners only) See Polokwane area on map to see other schools nearby.Tweefontein, Polokwane, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","Tweefontein, Polokwane, South Africa, South Africa"
